BOX,PHASE,SUPPLIER,WAREHOUSE_STATUS,DATE,REMARKS,WAREHOUSE_UTILITY,METER NO.,METER MFG,IME,FINAL SIM,IMSI,IP,MFG_SERIAL_NUM,UDC_ID,NETWORK_ID,STATUS,"DECODE(D.ORG_ID,52,'SBPDCL',102,'NBPDCL')"
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0816925,LNTLT0816925,860953065197062,8991856040706522674,405856707067683,2405:0203:052D:6306:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0853520,LNTLT0853520,860953065631938,8991856040706591888,405856707136897,2405:0203:052D:F1F8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Phase Change,2023-11-04,NOT MAP IN HES,NBPDCL,LT0860499,LNTLT0860499,868886064529376,8991856040706617890,405856707162899,2405:0203:052E:0D3B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0875482,LNTLT0875482,860953065674847,8991856040706512355,405856707057364,2405:0203:052E:47C2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0876241,LNTLT0876241,868886064877213,8991856040706683014,405856707228022,2405:0203:052E:4AB9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0872615,LNTLT0872615,868886064747036,8991856040706682892,405856707227900,2405:0203:052E:3C8F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0943026,LNTLT0943026,868886067320799,8991856040706448030,405856706993039,2405:0203:052F:7D71:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0951334,LNTLT0951334,868886065506894,8991856040706935117,405856707480112,2405:0203:052F:BD4D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT1020055,LNTLT1020055,868886068657447,8991856040707118306,405856707663301,2405:0203:0530:8EDC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0964634,LNTLT0964634,865575062711804,8991856040706923133,405856707468138,2405:0203:052F:F141:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Phase Change,2023-11-04,NOT MAP IN HES,NBPDCL,LT0972911,LNTLT0972911,865575062587444,8991856040707100238,405856707645233,2405:0203:0530:1196:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0014823,LNTLT0014823,866545058026243,8991856050706046589,405856706046589,2405:0203:0520:52AB:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0090474,LNTLT0090474,861089058883563,8991856050706139444,405856706139444,2405:0203:0521:4A60:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0142459,LNTLT0142459,861190057284330,8991856050706053597,405856706053597,2405:0203:0522:42E0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0163806,LNTLT0163806,861190057270198,8991856050706266788,405856706266788,2405:0203:0522:9C2B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0164261,LNTLT0164261,861190057213859,8991856050706095821,405856706095821,2405:0203:0522:9DF2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0168656,LNTLT0168656,861190056108100,8991856050706096653,405856706096653,2405:0203:0522:AF1D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0170196,LNTLT0170196,861190057216613,8991856050706144836,405856706144836,2405:0203:0522:B521:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0229078,LNTLT0229078,869810051150128,8991856050706332994,405856706332994,2405:0203:0523:5727:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0229238,LNTLT0229238,869810051161349,8991856050706330244,405856706330244,2405:0203:0523:57C7:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0195958,LNTLT0195958,869810051091975,8991856050706302238,405856706302238,2405:0203:0523:98C9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0213521,LNTLT0213521,869810055223947,8991856050706369222,405856706369222,2405:0203:0523:1A62:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0220308,LNTLT0220308,869810055415774,8991856050706366998,405856706366998,2405:0203:0523:34E5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0241009,LNTLT0241009,869810056074380,8991856050706354402,405856706354402,2405:0203:0523:DEFD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0266031,LNTLT0266031,869810059191801,8991856050706394663,405856706394663,2405:0203:0524:5444:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0266111,LNTLT0266111,869810059168163,8991856050706393034,405856706393034,2405:0203:0524:5494:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0280659,LNTLT0280659,869810058972912,8991856050706397968,405856706397968,2405:0203:0524:87DD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0292583,LNTLT0292583,869810055417135,8991856050706380668,405856706380668,2405:0203:0524:C3A8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0293062,LNTLT0293062,869810059162976,8991856050706381069,405856706381069,2405:0203:0524:C587:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0391239,LNTLT0391239,869810058455389,8991856040706329584,405856706874593,2405:0203:0526:1C46:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0426448,LNTLT0426448,865681061040276,8991856050706545192,405856706540192,2405:0203:0527:0BAE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0485918,LNTLT0485918,865681061093150,8991856040706062166,405856706607188,2405:0203:0528:7D4F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0486617,LNTLT0486617,865681062591558,8991856040706060353,405856706605375,2405:0203:0528:800A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0743919,LNTLT0743919,860953069511292,8991856040706606068,405856707151077,2405:0203:052C:1301:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0744072,LNTLT0744072,860953069047743,8991856040706605609,405856707150618,2405:0203:052C:139A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0744371,LNTLT0744371,860953069087483,8991856040706606445,405856707151454,2405:0203:052C:14C5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0744652,LNTLT0744652,860953069310745,8991856040706685592,405856707230600,2405:0203:052C:15DE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0744654,LNTLT0744654,860953068923076,8991856040706685699,405856707230707,2405:0203:052C:15E0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0744746,LNTLT0744746,860953069461472,8991856040706685728,405856707230736,2405:0203:052C:163C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0769880,LNTLT0769880,868886060727214,8991856040706647853,405856707192853,2405:0203:052C:786A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0894115,LNTLT0894115,860953065752643,8991856040706522159,405856707067168,2405:0203:052E:908C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0924932,LNTLT0924932,868886065459847,8991856040706822685,405856707367688,2405:0203:052F:3CA5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT1051198,LNTLT1051198,868886068721359,8991856040706540106,405856707085115,2405:0203:0531:5318:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0053488,LNTLT0053488,861089057939127,8991856050706040608,405856706040608,2405:0203:0520:C8FF:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0053509,LNTLT0053509,865575064875441,8991856050706040698,405856706040698,2405:0203:0520:C914:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0146516,LNTLT0146516,861190057332345,8991856050706129512,405856706129512,2405:0203:0522:52B9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0166967,LNTLT0166967,861190057267483,8991856050706077580,405856706077580,2405:0203:0522:A884:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0201470,LNTLT0201470,869810053336675,8991856050706294163,405856706294163,2405:0203:0522:EB4F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired,2023-11-04,NOT MAP IN HES,NBPDCL,LT0407930,LNTLT0407930,865681061086063,8991856050706501398,405856706496398,2405:0203:0526:6533:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0871173,LNTLT0871173,860953065251182,8991856040706511884,405856707056893,2405:0203:052E:36ED:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0873100,LNTLT0873100,860953064698284,8991856040706591394,405856707136403,2405:0203:052E:3E74:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0120555,LNTLT0120555,861190054415531,8991856050706295147,405856706295147,2405:0203:0521:E37F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-04,NOT MAP IN HES,NBPDCL,LT0466542,LNTLT0466542,865681061470366,8991856040706002358,405856706547380,2405:0203:0527:FF6E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0569882,LNTLT0569882,865681062190609,8991856040706039036,405856706584058,2405:0203:0529:8054:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0590550,LNTLT0590550,865681062202453,8991856040706367771,405856706912780,2405:0203:0529:539E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0627559,LNTLT0627559,860953060442869,8991856040706129454,405856706674476,2405:0203:052A:26B0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0672135,LNTLT0672135,865681069706381,8991856040706267849,405856706812869,2405:0203:052B:1977:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0731928,LNTLT0731928,860953068908622,8991856040706721870,405856707266873,2405:0203:052B:E42A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0723992,LNTLT0723992,868886060802728,8991856040706579769,405856707124778,2405:0203:052D:0395:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0727277,LNTLT0727277,860953069577574,8991856040706641726,405856707186726,2405:0203:052D:106A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0863862,LNTLT0863862,868886064966750,8991856040706650834,405856707195834,2405:0203:052E:1A5E:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0875554,LNTLT0875554,868886064564308,8991856040706601580,405856707146589,2405:0203:052E:480A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Phase Change,2023-11-23,NOT MAP IN HES,NBPDCL,LT0875655,LNTLT0875655,868886064643417,8991856040706601671,405856707146680,2405:0203:052E:486F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0911563,LNTLT0911563,868886065208541,8991856040707036804,405856707581799,2405:0203:052F:086C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0973039,LNTLT0973039,868886067512783,8991856040707104223,405856707649218,2405:0203:0530:1216:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0074339,LNTLT0074339,866545057850734,8991856050706289380,405856706289380,2405:0203:0521:6F1B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0118275,LNTLT0118275,861190054481004,8991856050706231706,405856706231706,2405:0203:0521:DA97:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0141106,LNTLT0141106,861190056999110,8991856050706053981,405856706053981,2405:0203:0522:3D97:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0151229,LNTLT0151229,861190057343151,8991856050706310554,405856706310554,2405:0203:0522:6522:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0146831,LNTLT0146831,861190057304344,8991856050706314999,405856706314999,2405:0203:0522:53F4:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0167439,LNTLT0167439,861190057119650,8991856050706079815,405856706079815,2405:0203:0522:AA5C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0240776,LNTLT0240776,869810055631636,8991856050706353058,405856706353058,2405:0203:0523:DE14:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0256085,LNTLT0256085,869810055636064,8991856050706465157,405856706460157,2405:0203:0524:19E1:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0308032,LNTLT0308032,869810056248521,8991856050706438088,405856706433088,2405:0203:0524:A798:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0336578,LNTLT0336578,869810055247227,8991856050706496688,405856706491688,2405:0203:0525:3FEC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0344630,LNTLT0344630,869810055560959,8991856050706377456,405856706377456,2405:0203:0525:8670:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Phase Change,2023-11-23,NOT MAP IN HES,NBPDCL,LT0407829,LNTLT0407829,865681060216505,8991856040706222951,405856706767960,2405:0203:0526:64CE:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0435632,LNTLT0435632,865681060096667,8991856040706313935,405856706858944,2405:0203:0526:A04A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0436695,LNTLT0436695,865681061114873,8991856040706313185,405856706858194,2405:0203:0526:A471:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0421826,LNTLT0421826,869810058890205,8991856050706510652,405856706505652,2405:0203:0526:F9A0:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0470813,LNTLT0470813,865681061179223,8991856040706193825,405856706738834,2405:0203:0528:4B01:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0528596,LNTLT0528596,865681062777439,8991856040706056624,405856706601646,2405:0203:0528:A26F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0850923,LNTLT0850923,868886064765814,8991856040706615823,405856707160832,2405:0203:052D:E7D3:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0165851,LNTLT0165851,861190057199512,8991856050706098367,405856706098367,2405:0203:0522:A428:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0295571,LNTLT0295571,869810055398376,8991856050706460553,405856706455553,2405:0203:0524:CF54:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0122843,LNTLT0122843,861190054351371,8991856050706030218,405856706030218,2405:0203:0522:0010:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0339029,LNTLT0339029,869810051081158,8991856050706497174,405856706492174,2405:0203:0525:497F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0658331,LNTLT0658331,865681068968107,8991856040706050565,405856706595587,2405:0203:052A:E38B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0703216,LNTLT0703216,860953069093341,8991856040706573228,405856707118237,2405:0203:052B:9B12:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0729958,LNTLT0729958,860953069261955,8991856040706641348,405856707186348,2405:0203:052B:DC78:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0745942,LNTLT0745942,860953068965077,8991856040706686501,405856707231509,2405:0203:052C:1AE8:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0747384,LNTLT0747384,860953068859882,8991856040706668143,405856707213143,2405:0203:052C:208A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0794610,LNTLT0794610,860953064691727,8991856040706718458,405856707263466,2405:0203:052C:D904:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0864405,LNTLT0864405,868886064865614,8991856040706555068,405856707100077,2405:0203:052E:1C7D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-11-23,NOT MAP IN HES,NBPDCL,LT0877148,LNTLT0877148,860953065439811,8991856040706601402,405856707146411,2405:0203:052E:4E44:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0021457,LNTLT0021457,866545057921915,8991856050706206261,405856706206261,2405:0203:0520:6C95:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0053069,LNTLT0053069,861089057924079,8991856050706194522,405856706194522,2405:0203:0520:C75C:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0046179,LNTLT0046179,861089054371134,8991856050706093198,405856706093198,2405:0203:0520:AC72:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0123584,LNTLT0123584,861190056041418,8991856050706110938,405856706110938,2405:0203:0522:02F5:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0150270,LNTLT0150270,862058063727932,8991856050706311922,405856706311922,2405:0203:0522:6163:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0144341,LNTLT0144341,861190057454446,8991856050706127840,405856706127840,2405:0203:0522:4A3A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0166485,LNTLT0166485,861190057448737,8991856050706099031,405856706099031,2405:0203:0522:A6A2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0217786,LNTLT0217786,869810051492850,8991856050706329838,405856706329838,2405:0203:0523:2B0B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0308515,LNTLT0308515,869810059092892,8991856050706472302,405856706467302,2405:0203:0524:A97B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0349535,LNTLT0349535,869810055409868,8991856050706377627,405856706377627,2405:0203:0525:5F01:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0439078,LNTLT0439078,865681061043957,8991856040706314353,405856706859362,2405:0203:0526:7CBA:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0621630,LNTLT0621630,865575064890028,8991856040706181969,405856706726978,2405:0203:052A:36C9:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0636328,LNTLT0636328,865575064733285,8991856040706309758,405856706854767,2405:0203:052A:8621:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0636708,LNTLT0636708,860953060491536,8991856040706307985,405856706852994,2405:0203:052A:879D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0729565,LNTLT0729565,868886060759613,8991856040706576235,405856707121244,2405:0203:052B:DAEF:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0780632,LNTLT0780632,865575064944858,8991856040706631904,405856707176904,2405:0203:052C:A26A:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0782229,LNTLT0782229,860953065185703,8991856040706634545,405856707179545,2405:0203:052C:A8A7:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0783657,LNTLT0783657,860953065279993,8991856040706716488,405856707261496,2405:0203:052C:AE3B:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0846017,LNTLT0846017,868886064886040,8991856040706593427,405856707138436,2405:0203:052D:D4AA:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0911963,LNTLT0911963,868886065168968,8991856040707036581,405856707581576,2405:0203:052F:09FC:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0912526,LNTLT0912526,861557061536253,8991856040707038415,405856707583410,2405:0203:052F:0C2F:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT0912924,LNTLT0912924,868886065202866,8991856040707038167,405856707583162,2405:0203:052F:0DBD:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT1019336,LNTLT1019336,865575062888156,8991856040707118692,405856707663687,2405:0203:0530:8C0D:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S Repaired In Wh,2023-11-23,NOT MAP IN HES,NBPDCL,LT1051896,LNTLT1051896,868886068944563,8991856040706543554,405856707088563,2405:0203:0531:55D2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0570591,LNTLT0570591,865681062860128,8991856040706036552,405856706581574,2405:0203:0529:8319:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0627305,LNTLT0627305,860953060230843,8991856040706128649,405856706673671,2405:0203:052A:25B2:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0729172,LNTLT0729172,860953069253572,8991856040706641502,405856707186502,2405:0203:052B:D966:0000:0000:0000:0010,,,,,
nan,1 Phase,L&T,S2S(PLD),2023-12-04,NOT MAP IN HES,NBPDCL,LT0740639,LNTLT0740639,860953069430329,8991856040706698358,405856707243366,2405:0203:052C:0631:0000:0000:0000:0010,,,,,
