S.r,Meter No.,IME,Phase,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,Make
541,LT0089473,866545057861236,1 Phase,S2S repaired,8991856050706139826,NBPDCL,405856706139826,2405:0203:0521:4677:0000:0000:0000:0010,L&T
542,LT0884890,868886064853602,1 Phase,S2S repaired,8991856040706589024,NBPDCL,405856707134033,2405:0203:052E:6C82:0000:0000:0000:0010,L&T
543,LT0824934,860953066032482,1 Phase,S2S repaired,8991856040706485162,NBPDCL,405856707030171,2405:0203:052D:824F:0000:0000:0000:0010,L&T
544,LT0173576,861190057265297,1 Phase,S2S repaired,8991856050706103424,NBPDCL,405856706103424,2405:0203:0522:C255:0000:0000:0000:0010,L&T
545,LT0400050,861996078328272,1 Phase,S2S repaired,8991856040706356599,NBPDCL,405856706901608,2405:0203:0526:5A0C:0000:0000:0000:0010,L&T
546,LT1007062,868886068345464,1 Phase,S2S repaired,8991856040706814011,NBPDCL,405856707359014,2405:0203:0530:5C1B:0000:0000:0000:0010,L&T
547,LT0304660,861996078351639,1 Phase,S2S repaired,8991856050706438580,NBPDCL,405856706433580,2405:0203:0524:DF4D:0000:0000:0000:0010,L&T
548,LT0928973,861996078350896,1 Phase,S2S repaired,8991856040707093085,NBPDCL,405856707638080,2405:0203:052E:FE4E:0000:0000:0000:0010,L&T
549,LT0886451,868886065013511,1 Phase,S2S repaired,8991856040706588255,NBPDCL,405856707133264,2405:0203:052E:729B:0000:0000:0000:0010,L&T
550,LT0405873,865681060142446,1 Phase,S2S repaired,8991856040706223375,NBPDCL,405856706768384,2405:0203:0526:BF50:0000:0000:0000:0010,L&T
551,LT0357521,869810055995635,1 Phase,S2S repaired,8991856050706444677,NBPDCL,405856706439677,2405:0203:0524:B291:0000:0000:0000:0010,L&T
552,LT0927674,861996078369284,1 Phase,S2S repaired,8991856040706446967,NBPDCL,405856706991976,2405:0203:052F:475B:0000:0000:0000:0010,L&T
553,LT0173577,861190057269851,1 Phase,S2S repaired,8991856050706103326,NBPDCL,405856706103326,2405:0203:0522:C256:0000:0000:0000:0010,L&T
554,LT0491321,861996078317325,1 Phase,S2S repaired,8991856040706188097,NBPDCL,405856706733106,2405:0203:0527:E05F:0000:0000:0000:0010,L&T
555,LT0932338,868886065578547,1 Phase,S2S repaired,8991856040706822113,NBPDCL,405856707367116,2405:0203:052F:53B1:0000:0000:0000:0010,L&T
556,LT0490726,865681061962867,1 Phase,S2S repaired,8991856040706187922,NBPDCL,405856706732931,2405:0203:0527:DE0C:0000:0000:0000:0010,L&T
557,LT0885952,868886064863338,1 Phase,S2S repaired,8991856040706589434,NBPDCL,405856707134443,2405:0203:052E:70A8:0000:0000:0000:0010,L&T
558,LT0058129,861089054965315,1 Phase,S2S repaired,8991856050706093918,NBPDCL,405856706093918,2405:0203:0520:DB20:0000:0000:0000:0010,L&T
559,LT1001916,861996077248034,1 Phase,S2S repaired,8991856040706810671,NBPDCL,405856707355674,2405:0203:0530:4801:0000:0000:0000:0010,L&T
560,LT0026866,861089054325015,1 Phase,S2S repaired,8991856050706166545,NBPDCL,405856706166545,2405:0203:0520:7216:0000:0000:0000:0010,L&T
561,LT0925791,861996077251137,1 Phase,S2S repaired,8991856040706823143,NBPDCL,405856707368146,2405:0203:052F:4000:0000:0000:0000:0010,L&T
562,LT0895267,861996077241948,1 Phase,S2S repaired,8991856040706463764,NBPDCL,405856707008773,2405:0203:052E:950C:0000:0000:0000:0010,L&T
563,LT0355877,869810056187117,1 Phase,S2S repaired,8991856050706443694,NBPDCL,405856706438694,2405:0203:0524:9B8B:0000:0000:0000:0010,L&T
564,LT0926473,861996077257167,1 Phase,S2S repaired,8991856040706854686,NBPDCL,405856707399689,2405:0203:052F:42AA:0000:0000:0000:0010,L&T
565,LT0886008,868886064863007,1 Phase,S2S repaired,8991856040706589448,NBPDCL,405856707134457,2405:0203:052E:70E0:0000:0000:0000:0010,L&T
566,LT0561379,865681066561227,1 Phase,S2S repaired,8991856040706419360,SBPDCL,405856706964369,2405:0203:0529:302F:0000:0000:0000:0010,L&T
567,LT0721680,860953068973436,1 Phase,S2S repaired,8991856040706613205,SBPDCL,405856707158214,2405:0203:052C:FA8D:0000:0000:0000:0010,L&T
568,LT0559884,865681062757449,1 Phase,S2S repaired,8991856040706396699,SBPDCL,405856706941708,2405:0203:0529:2A58:0000:0000:0000:0010,L&T
569,LT0689903,865681069295963,1 Phase,S2S repaired,8991856040706048930,SBPDCL,405856706593952,2405:0203:052B:5EDC:0000:0000:0000:0010,L&T
570,LT0979745,865575062556944,1 Phase,S2S repaired,8991856040706835419,SBPDCL,405856707380422,2405:0203:0530:BD8A:0000:0000:0000:0010,L&T
571,LT0720885,860953069336955,1 Phase,S2S repaired,8991856040706614691,SBPDCL,405856707159700,2405:0203:052C:F772:0000:0000:0000:0010,L&T
572,LT0975943,868886065245287,1 Phase,S2S repaired,8991856040706864513,SBPDCL,405856707409516,2405:0203:0530:AEB0:0000:0000:0000:0010,L&T
573,LT0689902,865681069534189,1 Phase,S2S repaired,8991856040706048917,SBPDCL,405856706593939,2405:0203:052B:5EDB:0000:0000:0000:0010,L&T
574,LT0719158,860953069470267,1 Phase,S2S repaired,8991856040706721001,SBPDCL,405856707266004,2405:0203:052C:F0B3:0000:0000:0000:0010,L&T
575,LT0941293,868886067399462,1 Phase,S2S repaired,8991856040706712372,SBPDCL,405856707257380,2405:0203:052F:76AC:0000:0000:0000:0010,L&T
576,LT0813083,860953066051862,1 Phase,S2S repaired,8991856040706459434,SBPDCL,405856707004443,2405:0203:052D:5404:0000:0000:0000:0010,L&T
577,LT0485054,865681062338901,1 Phase,S2S repaired,8991856040706351689,SBPDCL,405856706896698,2405:0203:0528:79EF:0000:0000:0000:0010,L&T
578,LT0463306,865681061696341,1 Phase,S2S repaired,8991856040706240108,SBPDCL,405856706785118,2405:0203:0527:F2CA:0000:0000:0000:0010,L&T
579,LT0463307,865681061784956,1 Phase,S2S repaired,8991856040706240101,SBPDCL,405856706785111,2405:0203:0527:F2CB:0000:0000:0000:0010,L&T
580,LT0945000,868886067424336,1 Phase,S2S repaired,8991856040706491686,SBPDCL,405856707036695,2405:0203:052F:8527:0000:0000:0000:0010,L&T
581,LT0486041,861996078313845,1 Phase,S2S repaired,8991856040706063960,SBPDCL,405856706608982,2405:0203:0528:7DCA:0000:0000:0000:0010,L&T
582,LT0552386,861996078359202,1 Phase,S2S repaired,8991856040706393175,SBPDCL,405856706938184,2405:0203:0529:76DF:0000:0000:0000:0010,L&T
583,LT0315465,869810055909115,1 Phase,S2S repaired,8991856050706422296,SBPDCL,405856706417296,2405:0203:0524:F5FA:0000:0000:0000:0010,L&T
584,LT0241267,869810056139993,1 Phase,S2S repaired,8991856050706352579,SBPDCL,405856706352579,2405:0203:0523:DFFF:0000:0000:0000:0010,L&T
585,LT0315769,861996077249628,1 Phase,S2S repaired,8991856050706487529,SBPDCL,405856706482529,2405:0203:0524:F72A:0000:0000:0000:0010,L&T
586,LT0351919,869810058434632,1 Phase,S2S repaired,8991856050706442624,SBPDCL,405856706437624,2405:0203:0525:0ED7:0000:0000:0000:0010,L&T
587,LT0242780,869810055478756,1 Phase,S2S repaired,8991856050706351457,SBPDCL,405856706351457,2405:0203:0523:E5E8:0000:0000:0000:0010,L&T
588,LT0686817,865681069716091,1 Phase,S2S repaired,8991856040706282960,SBPDCL,405856706827969,2405:0203:052B:52D1:0000:0000:0000:0010,L&T
589,LT0718970,860953069060977,1 Phase,S2S repaired,8991856040706721122,SBPDCL,405856707266125,2405:0203:052C:EFF7:0000:0000:0000:0010,L&T
590,LT0944151,861996078339352,1 Phase,S2S repaired,8991856040706711648,SBPDCL,405856707256656,2405:0203:052F:81D6:0000:0000:0000:0010,L&T
591,LT0558114,865681067080508,1 Phase,S2S repaired,8991856040706415958,SBPDCL,405856706960967,2405:0203:0529:236E:0000:0000:0000:0010,L&T
592,LT0315778,861996077258314,1 Phase,S2S repaired,8991856050706487537,SBPDCL,405856706482537,2405:0203:0524:F733:0000:0000:0000:0010,L&T
593,LT0486271,861996078329825,1 Phase,S2S repaired,8991856040706060723,SBPDCL,405856706605745,2405:0203:0528:7EB0:0000:0000:0000:0010,L&T
594,LT0812870,860953065595893,1 Phase,S2S repaired,8991856040706523680,SBPDCL,405856707068689,2405:0203:052D:532F:0000:0000:0000:0010,L&T
595,LT0352097,869810056203997,1 Phase,S2S repaired,8991856050706458659,SBPDCL,405856706453659,2405:0203:0525:0F89:0000:0000:0000:0010,L&T
596,LT0241972,869810055313474,1 Phase,S2S repaired,8991856050706354101,SBPDCL,405856706354101,2405:0203:0523:E2C0:0000:0000:0000:0010,L&T
597,LT0692347,860953069129061,1 Phase,S2S repaired,8991856040706048400,SBPDCL,405856706593422,2405:0203:052B:686D:0000:0000:0000:0010,L&T
598,LT0466281,861996078286124,1 Phase,S2S repaired,8991856040706000557,SBPDCL,405856706545579,2405:0203:0527:FE69:0000:0000:0000:0010,L&T
599,LT0560825,861996078317911,1 Phase,S2S repaired,8991856040706397449,SBPDCL,405856706942458,2405:0203:0529:2E05:0000:0000:0000:0010,L&T
600,LT0721979,860953069054335,1 Phase,S2S repaired,8991856040706579849,SBPDCL,405856707124858,2405:0203:052C:FBB8:0000:0000:0000:0010,L&T
601,LT0353104,861996078350854,1 Phase,S2S repaired,8991856050706441416,SBPDCL,405856706436416,2405:0203:0525:1378:0000:0000:0000:0010,L&T
602,LT0944851,868886065495874,1 Phase,S2S repaired,8991856040706491503,SBPDCL,405856707036512,2405:0203:052F:8492:0000:0000:0000:0010,L&T
603,LT0684896,865681069825983,1 Phase,S2S repaired,8991856040706281770,SBPDCL,405856706826779,2405:0203:052B:4B50:0000:0000:0000:0010,L&T
604,LT0572535,861996078317119,1 Phase,S2S repaired,8991856040706039624,SBPDCL,405856706584646,2405:0203:0529:8AB1:0000:0000:0000:0010,L&T
605,LT0977914,865575062519132,1 Phase,S2S repaired,8991856040706838474,SBPDCL,405856707383477,2405:0203:0530:B663:0000:0000:0000:0010,L&T
606,LT0350886,861996077262183,1 Phase,S2S repaired,8991856050706441644,SBPDCL,405856706436644,2405:0203:0525:6448:0000:0000:0000:0010,L&T
607,LT0485825,861996078315931,1 Phase,S2S repaired,8991856040706063684,SBPDCL,405856706608706,2405:0203:0528:7CF2:0000:0000:0000:0010,L&T
608,LT0312245,861996078350987,1 Phase,S2S repaired,8991856050706407259,SBPDCL,405856706407259,2405:0203:0524:E966:0000:0000:0000:0010,L&T
609,LT0569007,861996077247689,1 Phase,S2S repaired,8991856040706035287,SBPDCL,405856706580309,2405:0203:0529:7CE9:0000:0000:0000:0010,L&T
610,LT0758981,865681069348440,1 Phase,S2S repaired,8991856040706606842,SBPDCL,405856707151851,2405:0203:052C:4DD7:0000:0000:0000:0010,L&T
611,LT0686877,861996078361554,1 Phase,S2S repaired,8991856040706282778,SBPDCL,405856706827787,2405:0203:052B:530D:0000:0000:0000:0010,L&T
612,LT0743849,861996078316566,1 Phase,S2S repaired,8991856040706605592,SBPDCL,405856707150601,2405:0203:052C:12BB:0000:0000:0000:0010,L&T
613,LT0978404,861996077257811,1 Phase,S2S repaired,8991856040706836763,SBPDCL,405856707381766,2405:0203:0530:B84D:0000:0000:0000:0010,L&T
614,LT0485455,865681061968567,1 Phase,S2S repaired,8991856040706062443,SBPDCL,405856706607465,2405:0203:0528:7B80:0000:0000:0000:0010,L&T
615,LT0560770,861996078360853,1 Phase,S2S repaired,8991856040706417799,SBPDCL,405856706962808,2405:0203:0529:2DCE:0000:0000:0000:0010,L&T
616,LT0360219,861996077255369,1 Phase,S2S repaired,8991856050706490770,SBPDCL,405856706485770,2405:0203:0524:FE24:0000:0000:0000:0010,L&T
617,LT0944153,861996078329494,1 Phase,S2S repaired,8991856040706711589,SBPDCL,405856707256597,2405:0203:052F:81D8:0000:0000:0000:0010,L&T
618,LT0551739,861996078358105,1 Phase,S2S repaired,8991856040706392953,SBPDCL,405856706937962,2405:0203:0529:7458:0000:0000:0000:0010,L&T
619,LT0288589,869810058832298,1 Phase,S2S repaired,8991856050706414291,SBPDCL,405856706414291,2405:0203:0525:203A:0000:0000:0000:0010,L&T
620,LT0688004,860953068827939,1 Phase,S2S repaired,8991856040706283629,SBPDCL,405856706828638,2405:0203:052B:5774:0000:0000:0000:0010,L&T
621,LT0796088,861996077257548,1 Phase,S2S repaired,8991856040706719973,SBPDCL,405856707264981,2405:0203:052C:DECA:0000:0000:0000:0010,L&T
622,LT0350887,861996078322366,1 Phase,S2S repaired,8991856050706441647,SBPDCL,405856706436647,2405:0203:0525:6449:0000:0000:0000:0010,L&T
623,LT0747706,861996077249644,1 Phase,S2S repaired,8991856040706667390,SBPDCL,405856707212390,2405:0203:052C:21CC:0000:0000:0000:0010,L&T
624,LT0941040,868886067342611,1 Phase,S2S repaired,8991856040706712250,SBPDCL,405856707257258,2405:0203:052F:75AF:0000:0000:0000:0010,L&T
625,LT0466849,861996078281752,1 Phase,S2S repaired,8991856040706004694,SBPDCL,405856706549716,2405:0203:0528:00A1:0000:0000:0000:0010,L&T
626,LT0347538,869810055913885,1 Phase,S2S repaired,8991856050706373411,SBPDCL,405856706373411,2405:0203:0525:5734:0000:0000:0000:0010,L&T
627,LT0339785,869810055575460,1 Phase,S2S repaired,8991856050706497297,SBPDCL,405856706492297,2405:0203:0525:4C73:0000:0000:0000:0010,L&T
628,LT0340691,869810058783400,1 Phase,S2S repaired,8991856050706370192,SBPDCL,405856706370192,2405:0203:0525:4FFD:0000:0000:0000:0010,L&T
629,LT0693364,860953068814168,1 Phase,S2S repaired,8991856040706049831,SBPDCL,405856706594853,2405:0203:052B:6C66:0000:0000:0000:0010,L&T
630,LT0747709,861996077226741,1 Phase,S2S repaired,8991856040706667387,SBPDCL,405856707212387,2405:0203:052C:21CF:0000:0000:0000:0010,L&T
631,LT0655865,861996078346167,1 Phase,S2S repaired,8991856040706370508,SBPDCL,405856706915517,2405:0203:052A:D9E9:0000:0000:0000:0010,L&T
632,LT0559923,861996077249172,1 Phase,S2S repaired,8991856040706415061,SBPDCL,405856706960070,2405:0203:0529:2A7F:0000:0000:0000:0010,L&T
633,LT0466218,865681060218048,1 Phase,S2S repaired,8991856040706240952,SBPDCL,405856706785962,2405:0203:0527:FE2A:0000:0000:0000:0010,L&T
634,LT0463611,865681061656485,1 Phase,S2S repaired,8991856040706243544,SBPDCL,405856706788554,2405:0203:0527:F3FB:0000:0000:0000:0010,L&T
635,LT0463712,861996078329569,1 Phase,S2S repaired,8991856040706243734,SBPDCL,405856706788744,2405:0203:0527:F460:0000:0000:0000:0010,L&T
636,LT0242778,869810055520193,1 Phase,S2S repaired,8991856050706351424,SBPDCL,405856706351424,2405:0203:0523:E5E6:0000:0000:0000:0010,L&T
637,LT0359774,861996077256789,1 Phase,S2S repaired,8991856050706492652,SBPDCL,405856706487652,2405:0203:0524:FC67:0000:0000:0000:0010,L&T
638,LT0562744,861996078361570,1 Phase,S2S repaired,8991856040706395229,SBPDCL,405856706940238,2405:0203:0529:3584:0000:0000:0000:0010,L&T
639,LT0486046,861996078316244,1 Phase,S2S repaired,8991856040706064036,SBPDCL,405856706609058,2405:0203:0528:7DCF:0000:0000:0000:0010,L&T
640,LT0466059,865681060105567,1 Phase,S2S repaired,8991856040706240321,SBPDCL,405856706785331,2405:0203:0527:FD8B:0000:0000:0000:0010,L&T
641,LT0559977,861996078314546,1 Phase,S2S repaired,8991856040706415088,SBPDCL,405856706960097,2405:0203:0529:2AB5:0000:0000:0000:0010,L&T
642,LT0360258,869810059260416,1 Phase,S2S repaired,8991856050706493943,SBPDCL,405856706488943,2405:0203:0524:FE4B:0000:0000:0000:0010,L&T
643,LT0464138,865681060934370,1 Phase,S2S repaired,8991856040706241225,SBPDCL,405856706786235,2405:0203:0527:F60A:0000:0000:0000:0010,L&T
644,LT0464585,865681061472230,1 Phase,S2S repaired,8991856040706002476,SBPDCL,405856706547498,2405:0203:0527:F7C9:0000:0000:0000:0010,L&T
645,LT0240510,869810055464277,1 Phase,S2S repaired,8991856050706352334,SBPDCL,405856706352334,2405:0203:0523:DD0A:0000:0000:0000:0010,L&T
646,LT0942446,868886065571849,1 Phase,S2S repaired,8991856040706852380,SBPDCL,405856707397383,2405:0203:052F:7B2D:0000:0000:0000:0010,L&T
647,LT0693149,861996077246749,1 Phase,S2S repaired,8991856040706045506,SBPDCL,405856706590528,2405:0203:052B:6B8F:0000:0000:0000:0010,L&T
648,LT0486177,861996078319487,1 Phase,S2S repaired,8991856040706064069,SBPDCL,405856706609091,2405:0203:0528:7E52:0000:0000:0000:0010,L&T
649,LT0721648,861996077261839,1 Phase,S2S repaired,8991856040706613278,SBPDCL,405856707158287,2405:0203:052C:FA6D:0000:0000:0000:0010,L&T
650,LT0562859,861996078365860,1 Phase,S2S repaired,8991856040706416834,SBPDCL,405856706961843,2405:0203:0529:35F7:0000:0000:0000:0010,L&T
651,LT0943148,861996077245147,1 Phase,S2S repaired,8991856040706714118,SBPDCL,405856707259126,2405:0203:052F:7DEB:0000:0000:0000:0010,L&T
652,LT0241207,869810056258603,1 Phase,S2S repaired,8991856050706354209,SBPDCL,405856706354209,2405:0203:0523:DFC3:0000:0000:0000:0010,L&T
653,LT0241172,869810055853644,1 Phase,S2S repaired,8991856050706354387,SBPDCL,405856706354387,2405:0203:0523:DFA0:0000:0000:0000:0010,L&T
654,LT0693640,861996077227087,1 Phase,S2S repaired,8991856040706045690,SBPDCL,405856706590712,2405:0203:052B:6D7A:0000:0000:0000:0010,L&T
655,LT0561601,861996077257639,1 Phase,S2S repaired,8991856040706419198,SBPDCL,405856706964207,2405:0203:0529:310D:0000:0000:0000:0010,L&T
656,LT0561132,861996078340905,1 Phase,S2S repaired,8991856040706395956,SBPDCL,405856706940965,2405:0203:0529:2F38:0000:0000:0000:0010,L&T
657,LT0975866,868886065255211,1 Phase,S2S repaired,8991856040706864543,SBPDCL,405856707409546,2405:0203:0530:AE63:0000:0000:0000:0010,L&T
658,LT0942304,865681069234525,1 Phase,S2S repaired,8991856040706787373,SBPDCL,405856707332376,2405:0203:052F:7A9F:0000:0000:0000:0010,L&T
659,LT0559921,861996078321376,1 Phase,S2S repaired,8991856040706415068,SBPDCL,405856706960077,2405:0203:0529:2A7D:0000:0000:0000:0010,L&T
660,LT0861064,861996078349088,1 Phase,S2S repaired,8991856040706617934,SBPDCL,405856707162943,2405:0203:052E:0F70:0000:0000:0000:0010,L&T
661,LT0550897,861996077252440,1 Phase,S2S repaired,8991856040706394823,SBPDCL,405856706939832,2405:0203:0529:710E:0000:0000:0000:0010,L&T
662,LT0772109,861996077252713,1 Phase,S2S repaired,8991856040706582040,SBPDCL,405856707127049,2405:0203:052C:811F:0000:0000:0000:0010,L&T
663,LT1035005,868886068329930,1 Phase,S2S repaired,8991856040706550970,SBPDCL,405856707095979,2405:0203:0531:19C5:0000:0000:0000:0010,L&T
664,LT0313320,861996078358519,1 Phase,S2S repaired,8991856050706488599,SBPDCL,405856706483599,2405:0203:0524:ED99:0000:0000:0000:0010,L&T
665,LT0837918,860953065652843,1 Phase,S2S repaired,8991856040706505933,SBPDCL,405856707050942,2405:0203:052D:B507:0000:0000:0000:0010,L&T
666,LT1031685,865575062718544,1 Phase,S2S repaired,8991856040706472457,SBPDCL,405856707017466,2405:0203:0531:0CCD:0000:0000:0000:0010,L&T
667,LT0665967,861996077247309,1 Phase,S2S repaired,8991856040706074371,SBPDCL,405856706619393,2405:0203:052B:015F:0000:0000:0000:0010,L&T
668,LT0056615,861089055015813,1 Phase,S2S repaired,8991856050706041069,SBPDCL,405856706041069,2405:0203:0520:D536:0000:0000:0000:0010,L&T
669,LT0146383,861190057048248,1 Phase,S2S repaired,8991856050706314407,SBPDCL,405856706314407,2405:0203:0522:5234:0000:0000:0000:0010,L&T
670,LT0262677,869810059066490,1 Phase,S2S repaired,8991856050706427770,SBPDCL,405856706422770,2405:0203:0524:33A1:0000:0000:0000:0010,L&T
671,LT0605699,865681061999232,1 Phase,S2S repaired,8991856040706136985,SBPDCL,405856706682007,2405:0203:052A:5D00:0000:0000:0000:0010,L&T
672,LT0984498,865575062705343,1 Phase,S2S repaired,8991856040707103095,SBPDCL,405856707648090,2405:0203:0530:D01B:0000:0000:0000:0010,L&T
673,LT0291905,869810055431847,1 Phase,S2S repaired,8991856050706453336,SBPDCL,405856706448336,2405:0203:0524:C102:0000:0000:0000:0010,L&T
674,LT0163285,861190056970285,1 Phase,S2S repaired,8991856050706265348,SBPDCL,405856706265348,2405:0203:0522:9A22:0000:0000:0000:0010,L&T
675,LT0220755,869810051072181,1 Phase,S2S repaired,8991856050706355053,SBPDCL,405856706355053,2405:0203:0523:36A4:0000:0000:0000:0010,L&T
676,LT0943343,868886067526056,1 Phase,S2S repaired,8991856040706714073,SBPDCL,405856707259081,2405:0203:052F:7EAE:0000:0000:0000:0010,L&T
677,LT0120303,861190054366445,1 Phase,S2S repaired,8991856050706295244,SBPDCL,405856706295244,2405:0203:0521:E283:0000:0000:0000:0010,L&T
678,LT0710809,860953069545761,1 Phase,S2S repaired,8991856040706621041,SBPDCL,405856707166050,2405:0203:052B:B8BB:0000:0000:0000:0010,L&T
679,LT0876862,860953065908146,1 Phase,S2S repaired,8991856040706555655,SBPDCL,405856707100664,2405:0203:052E:4D26:0000:0000:0000:0010,L&T
680,LT0465237,861996077246301,1 Phase,S2S repaired,8991856040706001090,SBPDCL,405856706546112,2405:0203:0527:FA55:0000:0000:0000:0010,L&T
681,LT0311131,869810059181018,1 Phase,S2S repaired,8991856050706407699,SBPDCL,405856706407699,2405:0203:0524:8F91:0000:0000:0000:0010,L&T
682,LT1040383,861996078359145,1 Phase,S2S repaired,8991856040706882026,SBPDCL,405856707427031,2405:0203:0531:2EC7:0000:0000:0000:0010,L&T
683,LT0346049,869810056191606,1 Phase,S2S repaired,8991856050706376336,SBPDCL,405856706376336,2405:0203:0525:8BFB:0000:0000:0000:0010,L&T
684,LT0039982,861089054488854,1 Phase,S2S repaired,8991856050706319390,NBPDCL,405856706319390,2405:0203:0520:3766:0000:0000:0000:0010,L&T
685,LT0005264,866545056966994,1 Phase,S2S repaired,8991856050706011122,NBPDCL,405856706011122,2405:0203:0520:0D88:0000:0000:0000:0010,L&T
686,LT0908497,861996077247515,1 Phase,S2S repaired,8991856040707064693,NBPDCL,405856707609688,2405:0203:052E:EEB1:0000:0000:0000:0010,L&T
687,LT0004397,866545056901660,1 Phase,S2S repaired,8991856050706012885,NBPDCL,405856706012885,2405:0203:0520:0A25:0000:0000:0000:0010,L&T
688,LT0003513,861996078318778,1 Phase,S2S repaired,8991856050706012062,NBPDCL,405856706012062,2405:0203:0520:06B1:0000:0000:0000:0010,L&T
689,LT0909674,861996077251277,1 Phase,S2S repaired,8991856040707037322,NBPDCL,405856707582317,2405:0203:052E:F34A:0000:0000:0000:0010,L&T
690,LT0373412,865681060117174,1 Phase,S2S repaired,8991856040706153781,NBPDCL,405856706698802,2405:0203:0525:EA2B:0000:0000:0000:0010,L&T
691,LT0002021,866545056913418,1 Phase,S2S repaired,8991856050706010476,NBPDCL,405856706010476,2405:0203:0520:00DD:0000:0000:0000:0010,L&T
692,LT0433185,865681061030608,1 Phase,S2S repaired,8991856050706546057,NBPDCL,405856706541057,2405:0203:0526:AA5C:0000:0000:0000:0010,L&T
693,LT0064719,861089058043598,1 Phase,S2S repaired,8991856050706242836,NBPDCL,405856706242836,2405:0203:0520:F4DE:0000:0000:0000:0010,L&T
694,LT1057875,868886068871048,1 Phase,S2S repaired,8991856040707058855,NBPDCL,405856707603850,2405:0203:0531:7507:0000:0000:0000:0010,L&T
695,LT0869086,861996077245659,1 Phase,S2S repaired,8991856040706651932,NBPDCL,405856707196932,2405:0203:052E:2EC6:0000:0000:0000:0010,L&T
696,LT1003111,861996078328322,1 Phase,S2S repaired,8991856040706878016,NBPDCL,405856707423021,2405:0203:0530:4CAC:0000:0000:0000:0010,L&T
697,LT0256617,869810055628293,1 Phase,S2S repaired,8991856050706426841,NBPDCL,405856706421841,2405:0203:0524:1BF5:0000:0000:0000:0010,L&T
698,LT1002234,865575062547604,1 Phase,S2S repaired,8991856040706811871,NBPDCL,405856707356874,2405:0203:0530:493F:0000:0000:0000:0010,L&T
699,LT1003158,865575062719732,1 Phase,S2S repaired,8991856040706810282,NBPDCL,405856707355285,2405:0203:0530:4CDB:0000:0000:0000:0010,L&T
700,LT0675051,861996078351407,1 Phase,S2S repaired,8991856040706012770,NBPDCL,405856706557792,2405:0203:052B:24DB:0000:0000:0000:0010,L&T
701,LT0002144,866545056898601,1 Phase,S2S repaired,8991856050706010576,NBPDCL,405856706010576,2405:0203:0520:0158:0000:0000:0000:0010,L&T
702,LT0002072,866545056921957,1 Phase,S2S repaired,8991856050706010401,NBPDCL,405856706010401,2405:0203:0520:0110:0000:0000:0000:0010,L&T
703,LT0869387,861996077248869,1 Phase,S2S repaired,8991856040706650095,NBPDCL,405856707195095,2405:0203:052E:2FF3:0000:0000:0000:0010,L&T
704,LT0004025,866545056950204,1 Phase,S2S repaired,8991856050706011834,NBPDCL,405856706011834,2405:0203:0520:08B1:0000:0000:0000:0010,L&T
705,LT0540024,861996078318737,1 Phase,S2S repaired,8991856040706401063,NBPDCL,405856706946072,2405:0203:0528:B04B:0000:0000:0000:0010,L&T
706,LT1055957,868886068898108,1 Phase,S2S repaired,8991856040706638554,NBPDCL,405856707183554,2405:0203:0531:6D89:0000:0000:0000:0010,L&T
707,LT0908342,861996078283188,1 Phase,S2S repaired,8991856040707064941,NBPDCL,405856707609936,2405:0203:052E:EE16:0000:0000:0000:0010,L&T
708,LT0029789,866545057878339,1 Phase,S2S repaired,8991856050706209436,NBPDCL,405856706209436,2405:0203:0520:7D82:0000:0000:0000:0010,L&T
709,LT0698014,865681069816826,1 Phase,S2S repaired,8991856040706407261,NBPDCL,405856706952270,2405:0203:052B:7E8E:0000:0000:0000:0010,L&T
710,LT0084141,861089058883266,1 Phase,S2S repaired,8991856050706246914,NBPDCL,405856706246914,2405:0203:0521:31A3:0000:0000:0000:0010,L&T
711,LT0285276,869810058569759,1 Phase,S2S repaired,8991856050706430296,NBPDCL,405856706425296,2405:0203:0524:6142:0000:0000:0000:0010,L&T
712,LT1005124,868886068388191,1 Phase,S2S repaired,8991856040706848026,NBPDCL,405856707393029,2405:0203:0530:5489:0000:0000:0000:0010,L&T
713,LT0003515,866545056946384,1 Phase,S2S repaired,8991856050706012055,NBPDCL,405856706012055,2405:0203:0520:06B3:0000:0000:0000:0010,L&T
714,LT1003184,865575062564229,1 Phase,S2S repaired,8991856040706810488,NBPDCL,405856707355491,2405:0203:0530:4CF5:0000:0000:0000:0010,L&T
715,LT0542332,865681062870176,1 Phase,S2S repaired,8991856040706343231,NBPDCL,405856706888251,2405:0203:0528:B94F:0000:0000:0000:0010,L&T
716,LT0958827,861996077254230,1 Phase,S2S repaired,8991856040706788365,NBPDCL,405856707333368,2405:0203:052F:DA92:0000:0000:0000:0010,L&T
717,LT0956696,868886067503501,1 Phase,S2S repaired,8991856040706498347,NBPDCL,405856707043356,2405:0203:052F:D23F:0000:0000:0000:0010,L&T
718,LT1009842,861996078321830,1 Phase,S2S repaired,8991856040706740376,NBPDCL,405856707285379,2405:0203:0530:66F7:0000:0000:0000:0010,L&T
719,LT1002461,868886068357394,1 Phase,S2S repaired,8991856040706813374,NBPDCL,405856707358377,2405:0203:0530:4A22:0000:0000:0000:0010,L&T
720,LT0956700,861996078327340,1 Phase,S2S repaired,8991856040706498373,NBPDCL,405856707043382,2405:0203:052F:D243:0000:0000:0000:0010,L&T
