S.R,METER NO.,IME,PHASE,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,MAKE,MFG_SERIAL_NUM,METER_MATCH_UDC_ID,METER_MATCH_IP,INSTALLATIONNUMBER,METER_MATCH_STATUS,METER_MATCH_UTILITY,IMSI_MATCHED_METER_NO,IMSI_MATCHED_IP,IMSI_MATCHED_STATUS,IMSI_MATCHED_UTILITY,IP_MATCHED_METER_NO,IP_MATCH_UDC_ID,IP_MATCHED_IP,IP_MATCHED_STATUS,IP_MATCHED_UTILITY,SIM SET CHECK STATUS,METER_SIM,METER_ORG,SIM_ORG,METER_IP,SIM SET CHECK STATUS RECHECK,ACTION TAKEN,NEW_METER_NUMBER,Duplicated
923,LT0708316,860953069190568,1 Phase,S2S repaired,8991856040706623490,NBPDCL,405856707168499,2405:0203:052B:AEFE:0000:0000:0000:0010,L&T,LT0708316,405856707168499,2405:0203:052B:AEFE:0000:0000:0000:0010,5001068478,Retired,NBPDCL,LT0708316,2405:0203:052B:AEFE:0000:0000:0000:0010,Retired,NBPDCL,LT0708316,405856707168499,2405:0203:052B:AEFE:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0708316,Unique
924,LT0227886,869810055378121,1 Phase,S2S repaired,8991856050706325096,NBPDCL,405856706325096,2405:0203:0523:527F:0000:0000:0000:0010,L&T,LT0227886,405856706325096,2405:0203:0523:527F:0000:0000:0000:0010,5001097416,Retired,NBPDCL,LT0227886,2405:0203:0523:527F:0000:0000:0000:0010,Retired,NBPDCL,LT0227886,405856706325096,2405:0203:0523:527F:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0227886,Unique
925,LT0277438,869810058760143,1 Phase,S2S repaired,8991856050706449137,NBPDCL,405856706444137,2405:0203:0524:5A14:0000:0000:0000:0010,L&T,LT0277438,405856706444137,2405:0203:0524:5A14:0000:0000:0000:0010,5001077274,Retired,NBPDCL,LT0277438,2405:0203:0524:5A14:0000:0000:0000:0010,Retired,NBPDCL,LT0277438,405856706444137,2405:0203:0524:5A14:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0277438,Unique
926,LT0277843,861996077257027,1 Phase,S2S repaired,8991856050706433126,NBPDCL,405856706428126,2405:0203:0524:5BA9:0000:0000:0000:0010,L&T,LT0277843,405856706428126,2405:0203:0524:5BA9:0000:0000:0000:0010,5001126582,Retired,NBPDCL,LT0277843,2405:0203:0524:5BA9:0000:0000:0000:0010,Retired,NBPDCL,LT0277843,405856706428126,2405:0203:0524:5BA9:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0277843,Unique
927,LT0448977,861996077247259,1 Phase,S2S repaired,8991856040706079738,NBPDCL,405856706624760,2405:0203:0527:28CC:0000:0000:0000:0010,L&T,LT0448977,405856706624760,2405:0203:0527:28CC:0000:0000:0000:0010,5003780963,Retired,NBPDCL,LT0448977,2405:0203:0527:28CC:0000:0000:0000:0010,Retired,NBPDCL,LT0448977,405856706624760,2405:0203:0527:28CC:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0448977,Unique
928,LT0237865,869810055475380,1 Phase,S2S repaired,8991856050706324715,NBPDCL,405856706324715,2405:0203:0523:D2B5:0000:0000:0000:0010,L&T,LT0237865,405856706324715,2405:0203:0523:D2B5:0000:0000:0000:0010,5000254449,Retired,NBPDCL,LT0237865,2405:0203:0523:D2B5:0000:0000:0000:0010,Retired,NBPDCL,LT0237865,405856706324715,2405:0203:0523:D2B5:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0237865,Unique
929,LT0278560,861996078340483,1 Phase,S2S repaired,8991856050706396312,NBPDCL,405856706396312,2405:0203:0524:6F10:0000:0000:0000:0010,L&T,LT0278560,405856706396312,2405:0203:0524:6F10:0000:0000:0000:0010,5001102396,Retired,NBPDCL,LT0278560,2405:0203:0524:6F10:0000:0000:0000:0010,Retired,NBPDCL,LT0278560,405856706396312,2405:0203:0524:6F10:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0278560,Unique
930,LT0820961,860953066079806,1 Phase,S2S repaired,8991856040706672403,NBPDCL,405856707217403,2405:0203:052D:72CA:0000:0000:0000:0010,L&T,LT0820961,405856707217403,2405:0203:052D:72CA:0000:0000:0000:0010,5003795214,Retired,NBPDCL,LT0820961,2405:0203:052D:72CA:0000:0000:0000:0010,Retired,NBPDCL,LT0820961,405856707217403,2405:0203:052D:72CA:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0820961,Unique
931,LT0257695,869810059106411,1 Phase,S2S repaired,8991856050706428044,NBPDCL,405856706423044,2405:0203:0524:202B:0000:0000:0000:0010,L&T,LT0257695,405856706423044,2405:0203:0524:202B:0000:0000:0000:0010,5003834107,Retired,NBPDCL,LT0257695,2405:0203:0524:202B:0000:0000:0000:0010,Retired,NBPDCL,LT0257695,405856706423044,2405:0203:0524:202B:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0257695,Unique
932,LT0831472,860953065932682,1 Phase,S2S repaired,8991856040706536936,NBPDCL,405856707081945,2405:0203:052D:9BD9:0000:0000:0000:0010,L&T,LT0831472,405856707081945,2405:0203:052D:9BD9:0000:0000:0000:0010,5003843784,Retired,NBPDCL,LT0831472,2405:0203:052D:9BD9:0000:0000:0000:0010,Retired,NBPDCL,LT0831472,405856707081945,2405:0203:052D:9BD9:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0831472,Unique
933,LT0210761,869810051492926,1 Phase,S2S repaired,8991856050706358763,NBPDCL,405856706358763,2405:0203:0523:0F9A:0000:0000:0000:0010,L&T,LT0210761,405856706358763,2405:0203:0523:0F9A:0000:0000:0000:0010,5001070453,Retired,NBPDCL,LT0210761,2405:0203:0523:0F9A:0000:0000:0000:0010,Retired,NBPDCL,LT0210761,405856706358763,2405:0203:0523:0F9A:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0210761,Unique
934,LT0258259,861996077257092,1 Phase,S2S repaired,8991856050706427392,NBPDCL,405856706422392,2405:0203:0524:225F:0000:0000:0000:0010,L&T,LT0258259,405856706422392,2405:0203:0524:225F:0000:0000:0000:0010,5003828583,Retired,NBPDCL,LT0258259,2405:0203:0524:225F:0000:0000:0000:0010,Retired,NBPDCL,LT0258259,405856706422392,2405:0203:0524:225F:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0258259,Unique
935,LT0278558,861996078350474,1 Phase,S2S repaired,8991856050706396307,NBPDCL,405856706396307,2405:0203:0524:6F0E:0000:0000:0000:0010,L&T,LT0278558,405856706396307,2405:0203:0524:6F0E:0000:0000:0000:0010,5001092910,Retired,NBPDCL,LT0278558,2405:0203:0524:6F0E:0000:0000:0000:0010,Retired,NBPDCL,LT0278558,405856706396307,2405:0203:0524:6F0E:0000:0000:0000:0010,Retired,NBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0278558,Unique
936,LT1051205,868886068991408,1 Phase,S2S repaired,8991856040706540049,SBPDCL,405856707085058,2405:0203:0531:531F:0000:0000:0000:0010,L&T,LT1051205,405856707085058,2405:0203:0531:531F:0000:0000:0000:0010,5003468418,Retired,SBPDCL,LT1051205,2405:0203:0531:531F:0000:0000:0000:0010,Retired,SBPDCL,LT1051205,405856707085058,2405:0203:0531:531F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT1051205,Unique
937,LT0690517,865681069307537,1 Phase,S2S repaired,8991856040706407778,SBPDCL,405856706952787,2405:0203:052B:6142:0000:0000:0000:0010,L&T,LT0690517,405856706952787,2405:0203:052B:6142:0000:0000:0000:0010,5003880914,Retired,SBPDCL,LT0690517,2405:0203:052B:6142:0000:0000:0000:0010,Retired,SBPDCL,LT0690517,405856706952787,2405:0203:052B:6142:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0690517,Unique
938,LT0387688,865681060157493,1 Phase,S2S repaired,8991856040706328244,SBPDCL,405856706873253,2405:0203:0526:0E67:0000:0000:0000:0010,L&T,LT0387688,405856706873253,2405:0203:0526:0E67:0000:0000:0000:0010,5002788361,Retired,SBPDCL,LT0387688,2405:0203:0526:0E67:0000:0000:0000:0010,Retired,SBPDCL,LT0387688,405856706873253,2405:0203:0526:0E67:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0387688,Unique
939,LT0851146,868886064855938,1 Phase,S2S repaired,8991856040706615176,SBPDCL,405856707160185,2405:0203:052D:E8B2:0000:0000:0000:0010,L&T,LT0851146,405856707160185,2405:0203:052D:E8B2:0000:0000:0000:0010,5001828489,Retired,SBPDCL,LT0851146,2405:0203:052D:E8B2:0000:0000:0000:0010,Retired,SBPDCL,LT0851146,405856707160185,2405:0203:052D:E8B2:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0851146,Unique
940,LT0562822,865681062885638,1 Phase,S2S repaired,8991856040706416837,SBPDCL,405856706961846,2405:0203:0529:35D2:0000:0000:0000:0010,L&T,LT0562822,405856706961846,2405:0203:0529:35D2:0000:0000:0000:0010,5003693702,Retired,SBPDCL,LT0562822,2405:0203:0529:35D2:0000:0000:0000:0010,Retired,SBPDCL,LT0562822,405856706961846,2405:0203:0529:35D2:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0562822,Unique
941,LT0486742,865681062602520,1 Phase,S2S repaired,8991856040706060191,SBPDCL,405856706605213,2405:0203:0528:8087:0000:0000:0000:0010,L&T,LT0486742,405856706605213,2405:0203:0528:8087:0000:0000:0000:0010,5003844564,Retired,SBPDCL,LT0486742,2405:0203:0528:8087:0000:0000:0000:0010,Retired,SBPDCL,LT0486742,405856706605213,2405:0203:0528:8087:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0486742,Unique
942,LT0951918,868886067509342,1 Phase,S2S repaired,8991856040706937427,SBPDCL,405856707482422,2405:0203:052F:BF95:0000:0000:0000:0010,L&T,LT0951918,405856707482422,2405:0203:052F:BF95:0000:0000:0000:0010,5002555614,Retired,SBPDCL,LT0951918,2405:0203:052F:BF95:0000:0000:0000:0010,Retired,SBPDCL,LT0951918,405856707482422,2405:0203:052F:BF95:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0951918,Unique
943,LT0193746,869810053332880,1 Phase,S2S repaired,8991856050706304894,SBPDCL,405856706304894,2405:0203:0523:9025:0000:0000:0000:0010,L&T,LT0193746,405856706304894,2405:0203:0523:9025:0000:0000:0000:0010,5001834864,Retired,SBPDCL,LT0193746,2405:0203:0523:9025:0000:0000:0000:0010,Retired,SBPDCL,LT0193746,405856706304894,2405:0203:0523:9025:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0193746,Unique
944,LT0315199,869810058644719,1 Phase,S2S repaired,8991856050706487577,SBPDCL,405856706482577,2405:0203:0524:F4F0:0000:0000:0000:0010,L&T,LT0315199,405856706482577,2405:0203:0524:F4F0:0000:0000:0000:0010,5003561077,Retired,SBPDCL,LT0315199,2405:0203:0524:F4F0:0000:0000:0000:0010,Retired,SBPDCL,LT0315199,405856706482577,2405:0203:0524:F4F0:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0315199,Unique
945,LT0561423,865681062102208,1 Phase,S2S repaired,8991856040706419439,SBPDCL,405856706964448,2405:0203:0529:305B:0000:0000:0000:0010,L&T,LT0561423,405856706964448,2405:0203:0529:305B:0000:0000:0000:0010,5002501164,Retired,SBPDCL,LT0561423,2405:0203:0529:305B:0000:0000:0000:0010,Retired,SBPDCL,LT0561423,405856706964448,2405:0203:0529:305B:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0561423,Unique
946,LT0719827,860953069466208,1 Phase,S2S repaired,8991856040706579011,SBPDCL,405856707124020,2405:0203:052C:F350:0000:0000:0000:0010,L&T,LT0719827,405856707124020,2405:0203:052C:F350:0000:0000:0000:0010,5003893111,Retired,SBPDCL,LT0719827,2405:0203:052C:F350:0000:0000:0000:0010,Retired,SBPDCL,LT0719827,405856707124020,2405:0203:052C:F350:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0719827,Unique
947,LT0570866,861996077255591,1 Phase,S2S repaired,8991856040706038923,SBPDCL,405856706583945,2405:0203:0529:842C:0000:0000:0000:0010,L&T,LT0570866,405856706583945,2405:0203:0529:842C:0000:0000:0000:0010,5001826911,Retired,SBPDCL,LT0570866,2405:0203:0529:842C:0000:0000:0000:0010,Retired,SBPDCL,LT0570866,405856706583945,2405:0203:0529:842C:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0570866,Unique
948,LT0482116,865681061982642,1 Phase,S2S repaired,8991856040706350930,SBPDCL,405856706895939,2405:0203:0528:6E75:0000:0000:0000:0010,L&T,LT0482116,405856706895939,2405:0203:0528:6E75:0000:0000:0000:0010,5003876591,Installed,SBPDCL,LT0482116,2405:0203:0528:6E75:0000:0000:0000:0010,Installed,SBPDCL,LT0482116,405856706895939,2405:0203:0528:6E75:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0482116,Unique
949,LT0484158,865681061885712,1 Phase,S2S repaired,8991856040706061577,SBPDCL,405856706606599,2405:0203:0528:766F:0000:0000:0000:0010,L&T,LT0484158,405856706606599,2405:0203:0528:766F:0000:0000:0000:0010,5002588121,Retired,SBPDCL,LT0484158,2405:0203:0528:766F:0000:0000:0000:0010,Retired,SBPDCL,LT0484158,405856706606599,2405:0203:0528:766F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0484158,Unique
950,LT0718791,860953069562790,1 Phase,S2S repaired,8991856040706721266,SBPDCL,405856707266269,2405:0203:052C:EF44:0000:0000:0000:0010,L&T,LT0718791,405856707266269,2405:0203:052C:EF44:0000:0000:0000:0010,5003905729,Retired,SBPDCL,LT0718791,2405:0203:052C:EF44:0000:0000:0000:0010,Retired,SBPDCL,LT0718791,405856707266269,2405:0203:052C:EF44:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0718791,Unique
951,LT0951735,868886067427982,1 Phase,S2S repaired,8991856040706491215,SBPDCL,405856707036224,2405:0203:052F:BEDE:0000:0000:0000:0010,L&T,LT0951735,405856707036224,2405:0203:052F:BEDE:0000:0000:0000:0010,5003919450,Retired,SBPDCL,LT0951735,2405:0203:052F:BEDE:0000:0000:0000:0010,Retired,SBPDCL,LT0951735,405856707036224,2405:0203:052F:BEDE:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0951735,Unique
952,LT0306715,869810058400542,1 Phase,S2S repaired,8991856050706435499,SBPDCL,405856706430499,2405:0203:0524:91D9:0000:0000:0000:0010,L&T,LT0306715,405856706430499,2405:0203:0524:91D9:0000:0000:0000:0010,5003708075,Installed,SBPDCL,LT0306715,2405:0203:0524:91D9:0000:0000:0000:0010,Installed,SBPDCL,LT0306715,405856706430499,2405:0203:0524:91D9:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0306715,Unique
953,LT0911398,868886065228820,1 Phase,S2S repaired,8991856040707036987,SBPDCL,405856707581982,2405:0203:052F:07C7:0000:0000:0000:0010,L&T,LT0911398,405856707581982,2405:0203:052F:07C7:0000:0000:0000:0010,5001857572,Retired,SBPDCL,LT0911398,2405:0203:052F:07C7:0000:0000:0000:0010,Retired,SBPDCL,LT0911398,405856707581982,2405:0203:052F:07C7:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0911398,Unique
954,LT0193881,869810053351583,1 Phase,S2S repaired,8991856050706348894,SBPDCL,405856706348894,2405:0203:0523:90AC:0000:0000:0000:0010,L&T,LT0193881,405856706348894,2405:0203:0523:90AC:0000:0000:0000:0010,5002676803,Retired,SBPDCL,LT0193881,2405:0203:0523:90AC:0000:0000:0000:0010,Retired,SBPDCL,LT0193881,405856706348894,2405:0203:0523:90AC:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0193881,Unique
955,LT0354229,869810055835336,1 Phase,S2S repaired,8991856050706440219,SBPDCL,405856706435219,2405:0203:0524:FA47:0000:0000:0000:0010,L&T,LT0354229,405856706435219,2405:0203:0524:FA47:0000:0000:0000:0010,5001842260,Retired,SBPDCL,LT0354229,2405:0203:0524:FA47:0000:0000:0000:0010,Retired,SBPDCL,LT0354229,405856706435219,2405:0203:0524:FA47:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0354229,Unique
956,LT0073172,861089054958138,1 Phase,S2S repaired,8991856050706073999,SBPDCL,405856706073999,2405:0203:0521:6AB1:0000:0000:0000:0010,L&T,LT0073172,405856706073999,2405:0203:0521:6AB1:0000:0000:0000:0010,5003715032,Retired,SBPDCL,LT0073172,2405:0203:0521:6AB1:0000:0000:0000:0010,Retired,SBPDCL,LT0073172,405856706073999,2405:0203:0521:6AB1:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0073172,Unique
957,LT1036622,868886068502924,1 Phase,S2S repaired,8991856040706942203,SBPDCL,405856707487198,2405:0203:0531:2016:0000:0000:0000:0010,L&T,LT1036622,405856707487198,2405:0203:0531:2016:0000:0000:0000:0010,5003855838,Retired,SBPDCL,LT1036622,2405:0203:0531:2016:0000:0000:0000:0010,Retired,SBPDCL,LT1036622,405856707487198,2405:0203:0531:2016:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT1036622,Unique
958,LT0569504,865681067050683,1 Phase,S2S repaired,8991856040706035319,SBPDCL,405856706580341,2405:0203:0529:7EDA:0000:0000:0000:0010,L&T,LT0569504,405856706580341,2405:0203:0529:7EDA:0000:0000:0000:0010,5003230546,Retired,SBPDCL,LT0569504,2405:0203:0529:7EDA:0000:0000:0000:0010,Retired,SBPDCL,LT0569504,405856706580341,2405:0203:0529:7EDA:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0569504,Unique
959,LT0970944,868886065369616,1 Phase,S2S repaired,8991856040706924701,SBPDCL,405856707469706,2405:0203:0530:09E7:0000:0000:0000:0010,L&T,LT0970944,405856707469706,2405:0203:0530:09E7:0000:0000:0000:0010,5002510761,Retired,SBPDCL,LT0970944,2405:0203:0530:09E7:0000:0000:0000:0010,Retired,SBPDCL,LT0970944,405856707469706,2405:0203:0530:09E7:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0970944,Unique
960,LT0044056,861089054418000,1 Phase,S2S repaired,8991856050706090323,SBPDCL,405856706090323,2405:0203:0520:A427:0000:0000:0000:0010,L&T,LT0044056,405856706090323,2405:0203:0520:A427:0000:0000:0000:0010,5001860020,Retired,SBPDCL,LT0044056,2405:0203:0520:A427:0000:0000:0000:0010,Retired,SBPDCL,LT0044056,405856706090323,2405:0203:0520:A427:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0044056,Unique
961,LT0425699,869810058468234,1 Phase,S2S repaired,8991856050706516792,SBPDCL,405856706511792,2405:0203:0527:08C1:0000:0000:0000:0010,L&T,LT0425699,405856706511792,2405:0203:0527:08C1:0000:0000:0000:0010,5001853308,Retired,SBPDCL,LT0425699,2405:0203:0527:08C1:0000:0000:0000:0010,Retired,SBPDCL,LT0425699,405856706511792,2405:0203:0527:08C1:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0425699,Unique
962,LT0425548,869810059013229,1 Phase,S2S repaired,8991856050706516761,SBPDCL,405856706511761,2405:0203:0527:082A:0000:0000:0000:0010,L&T,LT0425548,405856706511761,2405:0203:0527:082A:0000:0000:0000:0010,5002428129,Installed,SBPDCL,LT0425548,2405:0203:0527:082A:0000:0000:0000:0010,Installed,SBPDCL,LT0425548,405856706511761,2405:0203:0527:082A:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0425548,Unique
963,LT0719828,860953068906014,1 Phase,S2S repaired,8991856040706579031,SBPDCL,405856707124040,2405:0203:052C:F351:0000:0000:0000:0010,L&T,LT0719828,405856707124040,2405:0203:052C:F351:0000:0000:0000:0010,5003742443,Retired,SBPDCL,LT0719828,2405:0203:052C:F351:0000:0000:0000:0010,Retired,SBPDCL,LT0719828,405856707124040,2405:0203:052C:F351:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0719828,Unique
964,LT0016402,861089052096097,1 Phase,S2S repaired,8991856050706208004,SBPDCL,405856706208004,2405:0203:0520:58D6:0000:0000:0000:0010,L&T,LT0016402,405856706208004,2405:0203:0520:58D6:0000:0000:0000:0010,5002503803,Retired,SBPDCL,LT0016402,2405:0203:0520:58D6:0000:0000:0000:0010,Retired,SBPDCL,LT0016402,405856706208004,2405:0203:0520:58D6:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0016402,Unique
965,LT0298850,869810056049275,1 Phase,S2S repaired,8991856050706464381,SBPDCL,405856706459381,2405:0203:0524:6B50:0000:0000:0000:0010,L&T,LT0298850,405856706459381,2405:0203:0524:6B50:0000:0000:0000:0010,5001516188,Retired,SBPDCL,LT0298850,2405:0203:0524:6B50:0000:0000:0000:0010,Retired,SBPDCL,LT0298850,405856706459381,2405:0203:0524:6B50:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0298850,Unique
966,LT0409993,865681060073377,1 Phase,S2S repaired,8991856050706548993,SBPDCL,405856706543993,2405:0203:0526:6D42:0000:0000:0000:0010,L&T,LT0409993,405856706543993,2405:0203:0526:6D42:0000:0000:0000:0010,5001757991,Retired,SBPDCL,LT0409993,2405:0203:0526:6D42:0000:0000:0000:0010,Retired,SBPDCL,LT0409993,405856706543993,2405:0203:0526:6D42:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0409993,Unique
967,LT0665606,861996077262381,1 Phase,S2S repaired,8991856040706267126,SBPDCL,405856706812146,2405:0203:052A:FFF6:0000:0000:0000:0010,L&T,LT0665606,405856706812146,2405:0203:052A:FFF6:0000:0000:0000:0010,5002203984,Retired,SBPDCL,LT0665606,2405:0203:052A:FFF6:0000:0000:0000:0010,Retired,SBPDCL,LT0665606,405856706812146,2405:0203:052A:FFF6:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0665606,Unique
968,LT0551164,861996077261904,1 Phase,S2S repaired,8991856040706393457,SBPDCL,405856706938466,2405:0203:0529:7219:0000:0000:0000:0010,L&T,LT0551164,405856706938466,2405:0203:0529:7219:0000:0000:0000:0010,5001796596,Retired,SBPDCL,LT0551164,2405:0203:0529:7219:0000:0000:0000:0010,Retired,SBPDCL,LT0551164,405856706938466,2405:0203:0529:7219:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0551164,Unique
